Model name,Prec thresholds,Precision,True pos,Acc,Case cnt
m_50_5_20100101-20200101,0.95,0,0,,
m_50_5_20100101-20200101,0.95,0.920212766,173,,
m_50_5_20100101-20200101,0.95,0.920212766,173,,
m_50_5_20100101-20200101,0.95,0.920212766,173,,
m_50_5_20100101-20200101,0.8,0.786949686,2002,,
m_50_5_20100101-20200101,0.8,0,0,,
m_50_5_20100101-20200101,0.8,0,0,,
m_50_5_20100101-20200101,0.8,0,0,,
m_50_5_0.03_20100101-20200101,0.9,0.906349206,1142,,
m_50_5_0.03_20100101-20200101,0.98,0.939834025,453,,
m_50_5_0.03_20100101-20200101,0.98,0.9398340248962656,453,0.44330871408517275,283518
m_50_5_0.03_20100101-20200101,0.98,0.9087136929460581,438,0.6976946789974534,283518
m_50_5_0.03_20100101-20200101,0.98,0.921161825726141,444,0.6139116387672034,283518
m_50_5_0.03_20100101-20200101,0.98,0.7142857142857143,5,0.04679773418266212,283518
m_50_5_0.03_20100101-20200101,0.98,0,0,0.6683965437405534,114459
m_50_5_0.03_20100101-20200101,0.7,0.3838383838383838,114,0.6683965437405534,114459
m_50_5_0.03_20100101-20200101,0.5,0.35394321766561515,1122,0.6683965437405534,114459
m_50_5_0.03_20100101-20200101,0.5,0.35394321766561515,1122,0.6683965437405534,114459
m_50_5_0.03_20100101-20200101,0.8,0.345679012345679,28,0.6683965437405534,114459
m_50_5_0.03_20100101-20200101,0.8,0.345679012345679,28,0.6683965437405534,114459
m_50_5_0.03_20100101-20200101,0.9,0.21052631578947367,4,0.6683965437405534,114459
m_50_5_0.03_20100101-20200101,0.5,0.35394321766561515,1122,0.6683965437405534,114459
m_50_5_0.03_20100101-20200101,0.5,0.5381703470031546,1706,0.43936256650853145,114459
m_50_5_0.03_20100101-20200101,0.8,0.5555555555555556,45,0.43936256650853145,114459
m_50_5_0.03_20100101-20200101,0.85,0.5227272727272727,23,0.43936256650853145,114459
m_50_5_20100101-20200101,0.85,0.54375,87,0.49177434714613966,114459
m_50_5_20100101-20200101,0.5,0.5667825002227569,25444,0.49177434714613966,114459
m_50_5_20100101-20200101,0.5,0.5701608927531036,25444,0.4980385989743052
m_50_5_20100101-20200101,0.5,0.5701608927531036,25444,0.4980385989743052
m_50_5_0.03_20100101-20200101,0.5,0.35394321766561515,1122,0.6684052804934518
m_50_5_0.03_20100101-20200101,0.5,0.3456859971711457,1222,0.6669637162652129
m_50_5_0.03_20100101-20200101,0.8,0.3617021276595745,119,0.6757004691636307
m_50_5_0.03_20100101-20200101,0.8,0.5895061728395061,191,0.4438357839925213
m_50_5_0.03_20100101-20200101,0.9,0.573170731707317,47,0.44343389335919414
m_50_5_0.03_20100101-20200101,0.95,0.6666666666666666,16,0.44339894634760046
m_50_5_0.03_20100101-20200101,0.8,0.5895061728395061,191,0.4438357839925213
m_50_5_0.03_20100101-20200101,0.8,0.5895061728395061,191,0.4438357839925213
m_50_5_0.0_20100101-20200101,0.8,0.6171477079796265,727,0.44574039612437644
m_50_5_0.0_20100101-20200101,0.8,0.6171477079796265,727,0.44574039612437644
m_50_5_0.0_20100101-20200101,0.5,0.5867255262982763,26449,0.5116417232371416
m_50_5_0.0_20100101-20200101,0.5,0.5751238850346878,34818,0.5155307275892496
m_50_5_0.0_20100101-20200101,0.5,0.5528045446613801,28512,0.49377578518112225
m_50_5_0.02_20100101-20200101,0.5,0.423227422131789,5408,0.5950444757112536
m_50_5_0.03_20100101-20200101,0.5,0.35606887862242753,4239,0.6496315550998021
m_50_5_0.05_20100101-20200101,0.5,0.26360924683072334,1414,0.7539825435814275
m_50_5_0.0_20100101-20200101,0.5,0.5528045446613801,28512,0.49377578518112225
m_50_5_0.02_20100101-20200101,0.5,0.423227422131789,5408,0.5950444757112536
m_50_5_0.03_20100101-20200101,0.5,0.35606887862242753,4239,0.6496315550998021
m_50_5_0.05_20100101-20200101,0.5,0.26360924683072334,1414,0.7539825435814275
m_50_5_0.0_20100101-20200101,0.5,0.5528045446613801,28512,0.49377578518112225
m_50_5_0.02_20100101-20200101,0.5,0.586337163544782,7450,0.4743817518422245
m_50_5_0.03_20100101-20200101,0.5,0.5575737095547858,6600,0.469427419931796
m_50_5_0.05_20100101-20200101,0.5,0.5707591377694471,3045,0.46580258984570627
m_50_5_0.0_20100101-20200101,0.7,0.5665098374679213,5298,0.46871795483270934
m_50_5_0.02_20100101-20200101,0.7,0.6053576360121513,2192,0.46585028497841796
m_50_5_0.03_20100101-20200101,0.7,0.5546855266481435,2196,0.46388286075406004
m_50_5_0.05_20100101-20200101,0.7,0.5696138211382114,1121,0.4629349199914149
m_50_5_0.0_20100101-20200101,0.8,0.562273276904474,1860,0.4637576610306918
